open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,close_pct_1d,close_pct_7d,vol_7d,vol_30d,sma_20,sma_50,sma_200,rsi,macd,macd signal,macd diff,bb_high,bb_mid,bb_low,stoch_k,stoch_d,trades_7d_avg,trades_30d_avg,volume_7d_avg,volume_30d_avg,future_return,label
2023-09-23,26580.14,26632.81,26509.0,26575.96,9440.7026,2023-09-23 23:59:59.999,250873957.3886738,421717,4387.1973,116581214.130133,-0.0001572602702619,0.0006133359337672,0.0114840677775877,0.0182508555027357,26277.163500000002,26998.193,27835.7356,49.94290560834991,0.8361825420906825,-113.34659793074077,114.18278047283145,27277.791132044506,26277.163500000002,25276.5358679555,64.8563252883755,64.80856924175015,713303.7142857143,668560.9666666667,26930.29061285714,28719.630790999996,-0.012326177492741452,1
2023-09-24,26575.97,26738.54,26122.08,26248.38,15706.65771,2023-09-24 23:59:59.999,416368301.3736848,545045,7547.06342,200078452.0167577,-0.0123261774927414,-0.0105222842249422,0.0124320084139239,0.0183818287996895,26298.2815,26941.717999999997,27858.450299999997,45.37680124278167,-24.677954377486458,-95.61286922008992,70.93491484260346,27277.53191984724,26298.2815,25319.031080152763,52.17206116387944,60.682188672523885,723056.5714285715,666347.8666666667,27317.22703285714,28318.07479066667,0.0021498469619840588,1
2023-09-25,26248.39,26446.15,25990.46,26304.81,26266.2039,2023-09-25 23:59:59.999,688252596.3809944,873488,12654.58207,331622453.1518055,0.002149846961984,-0.0171022822597729,0.0117450264377082,0.0183803461248185,26323.916999999998,26886.0458,27888.163249999998,46.2878093644413,-39.88489407940506,-84.46727419195295,44.582380112547895,27275.267225418585,26323.916999999998,25372.56677458141,49.88457074346652,55.63765239857383,713739.8571428572,684483.7333333333,24926.622938571432,28859.540813333333,-0.0031606386816709353,1
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35066,2023-09-26 23:59:59.999,485217905.0421048,697727,8813.76144,231246870.5474588,-0.0031606386816709,-0.0363315161266375,0.0082226693655983,0.0183849143950877,26347.002999999997,26826.257999999998,27918.51815,45.09449919652179,-57.97688508142528,-79.16919636984743,21.192311288422147,27264.289504972134,26347.002999999997,25429.71649502786,26.60811911131788,42.88825033955462,685118.5714285715,696104.9666666667,22398.74133714286,29072.731096666666,0.005770799495226742,1
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.57978,2023-09-27 23:59:59.999,918797815.048481,939690,16813.75506,444221386.426141,0.0057707994952267,-0.0277238709677418,0.0092304893216991,0.0184118651451862,26352.902500000004,26758.3094,27948.10445,47.735476706420506,-59.419705552169034,-75.21929820631175,15.799592654142714,27269.26349340544,26352.902500000004,25436.541506594567,25.61967972888818,34.03745652789086,695461.7142857143,709992.7333333333,22479.364352857145,29475.362871,0.024585759900564774,2
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83491,2023-09-28 23:59:59.999,1193420040.1309185,1158974,22463.19242,602340703.6015062,0.0245857599005647,0.0170622039680699,0.0112672276629943,0.0151897715260257,26408.446999999996,26707.0974,27973.22585,57.22903911587384,-8.148756285063428,-61.80518982206209,53.65643353699866,27345.254246686316,26408.446999999996,25471.639753313677,69.04581711997106,40.42453865339238,743398.5714285715,710722.4333333333,23913.794108571426,28484.224205333332,-0.004234793250828317,1
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76219,2023-09-29 23:59:59.999,767827314.9319088,878610,14409.35554,388591243.2591525,-0.0042347932508283,0.0122956462983265,0.0115433011705391,0.0149659012147788,26458.714500000002,26656.121600000002,27987.19325,55.319272694900576,22.985335092696914,-44.84708483911029,67.83241993180721,27389.212659342087,26458.714500000002,25528.216340657917,61.38194774664959,52.015814865169624,787893.0,716999.7,25382.441678571427,28251.907662333335,0.002066379851161315,1
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62307,2023-09-30 23:59:59.999,345406056.6806953,534908,6221.24272,167818583.0599575,0.0020663798511613,0.0145469815577687,0.0115108864361728,0.0117001931923,26514.762,26606.852199999998,27998.654,56.08607885580548,51.55152822236778,-25.567362226814673,77.11889044918246,27424.635617764583,26514.762,25604.888382235415,65.10571893564452,65.1778279340884,804063.1428571428,703340.3,25863.001745714286,26977.634964333334,0.03820149125305594,2
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,2023-10-01 23:59:59.999,674657121.9944204,883593,12815.98694,351622961.4701274,0.0382014912530559,0.0664494342127017,0.0159337320088591,0.0134181565348633,26656.2645,26578.1002,28017.18855,67.28667966072419,155.51100684849007,10.648311588246276,144.86269526024378,27561.167689263377,26656.2645,25751.361310736625,96.48490397821746,74.32419022017052,852427.1428571428,703420.7666666667,27133.881312857146,26429.990434999996,-0.017792578530660186,1
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,2023-10-02 23:59:59.999,1600944483.4902065,1464158,28423.61,797598852.4797782,-0.0177925785306601,0.0452274698049519,0.0189339223789188,0.013935441027715,26738.984999999997,26541.9136,28029.667200000004,59.39749474587668,195.4572535572952,47.61009998205606,147.84715357523913,27632.73287434714,26738.984999999997,25845.237125652853,58.081744248013116,73.2241223872917,936808.5714285715,733301.7666666667,31534.586814285714,27790.669282666666,-0.0024750395624435484,1
